Identifier,Action,Action Description,Additional Text,CIC Rep,To,Image URL,Time,profile_url
100series,added,"4,200",Meme Maxi,Rep,lapislight,,59 minutes ago,https://seize.io/100series
ricodemus,added,1,"WWOH Startled, they turned to the hooded figure, shouted LFG! and",Rep,MoMO,,1 hour ago,https://seize.io/ricodemus
lapislight,added,"6,529",,CIC,100series,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",Meme Maxi,Rep,100series,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",,CIC,Giopetto,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",Meme Maxi,Rep,Giopetto,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",,CIC,jonnypickles,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",Meme Maxi,Rep,jonnypickles,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",,CIC,golden618,,1 hour ago,https://seize.io/lapislight
lapislight,added,"6,529",6529,Rep,golden618,,1 hour ago,https://seize.io/lapislight
AnimatedNFT,added,1,Such is life,Rep,mememaxis,,2 hours ago,https://seize.io/AnimatedNFT
696,added,"100,000",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,3 hours ago,https://seize.io/696
696,reduced,"156,960",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,3 hours ago,https://seize.io/696
justanother,added,"10,000",Pebble Racing Shadow of Satoshi,Rep,OMdegen,,3 hours ago,https://seize.io/justanother
Giopetto,added,"69,000",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,3 hours ago,https://seize.io/Giopetto
golden618,added,"4,200",mfer,Rep,mleejr,,3 hours ago,https://seize.io/golden618
jonnypickles,added,"69,420",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,3 hours ago,https://seize.io/jonnypickles
dubhz0,added,125,,CIC,Scrnrz_,,3 hours ago,https://seize.io/dubhz0
Andi_P,reduced,"2,042",Memes OG,Rep,OMdegen,,3 hours ago,https://seize.io/Andi_P
Michael_DBV,changed,About,,,,,3 hours ago,https://seize.io/Michael_DBV
Articulate,added,1,"WWOH Opaque blue glasses stared at them from beneath a dark hood, and a voice rumbled 'You, again'",Rep,MoMO,,3 hours ago,https://seize.io/Articulate
Andi_P,added,"10,000",Pebble Racing Shadow of Satoshi,Rep,OMdegen,,4 hours ago,https://seize.io/Andi_P
RegularDad,added,"99,000",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,4 hours ago,https://seize.io/RegularDad
RegularDad,reduced,"199,580",Freedom to Complain,Rep,boredsurgeon,,4 hours ago,https://seize.io/RegularDad
mememaxis,added,"1,069",Diamond Hand Memer,Rep,GK1,,4 hours ago,https://seize.io/mememaxis
100series,added,420,meme maxi,Rep,matAgain,,4 hours ago,https://seize.io/100series
100series,added,420,WWOH Contributor,Rep,matAgain,,4 hours ago,https://seize.io/100series
100series,added,1,"WWOH Libations in hand they toasted to OMboarding, which piqued the interest of a fellow patron",Rep,MoMO,,4 hours ago,https://seize.io/100series
chrisroc,reduced,21,comfy,Rep,comfydevil,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Meme Maxi,Rep,BBA,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 776 Artist,Rep,MackPhotoNZ,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,Dyker,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,Newlightvisuals,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,MintFace,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Shadow of Satoshi,Rep,OMdegen,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,Meme Maxi,Rep,exlawyer,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Artist,Rep,Papillon,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Pebble Conneusseur,Rep,Thor,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Ruskin,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,parachica,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,simonemonte,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,blocknoob,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,BTC smoothies in Koh Samui,Rep,Hvala,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,10,Pebble Racing Night Journeys,Rep,4lteredBeast,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,hashgrown,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,kkostya,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,Minotaur_Man,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,Art creator lover,Rep,VivianeG,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,8,Pebble Racing Blue Epoch (should have sent summer),Rep,blocknoob,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,MemeMaxi,Rep,Fitzcarraldo777,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Pebble Racing,Rep,OMPub,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,xcopy,Rep,Killian,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,NFTLaurent,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Memes Collector,Rep,vanto,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Doomed,Rep,Killian,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,ReMemer,Rep,TheMeans,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,NextGen Artist,Rep,Zeblocks,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Kind and open heart,Rep,Maria,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Artist,Rep,TyLekki,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Doomed,Rep,BBA,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Artist,Rep,Killian,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,MintFace,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,apocalypse,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Memes OG,Rep,OMdegen,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,xcopy,Rep,CryptoTaxGuy,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,smpsmyth,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,m0niqueRenee,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Indigenous Journeys,Rep,ryan,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Artist,Rep,rust,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,Papillon,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,amtwo,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Grxfter,Rep,Killian,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,Maria,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Artist,Rep,Deconstruct,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 706 Artist,Rep,Jottey,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,John,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,MrOlives,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 711 Artist,Rep,Abrahanny,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,meme seizoor,Rep,ZENON,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Seize the Day Chatter,Rep,FranklinFit,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,RacBrasti,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,ReadyPereOne,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Rakesh,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line Artist 377,Rep,RaeCreate,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,18,Memeside,Rep,neevan,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,The Line 16 Artist,Rep,underscore,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 769 Artist,Rep,nygilia,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Pebble Racing,Rep,MintFace,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,doomed,Rep,CryptoTaxGuy,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Moonfront,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxis,Rep,Naime,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,Dave,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,6529 Complaint Artist,Rep,rust,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,CryptoTaxGuy,Rep,CryptoTaxGuy,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Seize the Day Chatter,Rep,sirobsi4,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 874 Artist,Rep,houdakyi,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Kutsev,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,22,Doomed,Rep,parachica,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Seize the Day Chatter,Rep,Artismemeory,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Paul,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,Glitch Artist,Rep,rust,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 779 Artist,Rep,BekaRios,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Maxi,Rep,Lawyered,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Artist,Rep,mendezmendez,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,xcopy,Rep,BBA,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Artist,Rep,6529er,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Whale,Rep,lotsofreasons,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,artist,Rep,MBStuart,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,G9ralt,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Artist,Rep,fabianospeziari,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,5,Meme Trivia,Rep,prateeksaraf,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,crunch,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Artist,Rep,CARDELUCCI,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,teexels,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Discord Legend,Rep,maybe,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,nft_lady_007,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,Meme Maxi,Rep,ricodemus,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,55,6529,Rep,punk6529,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,longexposure,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,34,Meme Maxi,Rep,fertilejim,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxis,Rep,Melted,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,RegularDad,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Maxi,Rep,Blue11,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,azogz,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,agnimax,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,perilousvault,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,10,Pebble Racing Carbon Copy,Rep,RegularDad,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,When chat jumps puts phone in airplane mode until caught up,Rep,maybe,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,LukeCannon,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,maybe,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,HQ_,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,meysvm,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Meme Maxi,Rep,lapislight,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,dsanchesGM,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,18,Artist,Rep,geumat,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,Zigmarillion,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,SGT Pepe Maxi,Rep,crableu,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,Meme Maxi,Rep,seizar,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,HugoFaz,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Artist,Rep,zuphioh,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,justanother,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,NedRyerson,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,Doomed,Rep,j1mmy,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Discord Batman,Rep,andginja,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,254,Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,intrepid,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,The Great Restorator,Rep,ack,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,mfers,Rep,DrenFX,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Concert Hallucinations,Rep,spritey,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,maybe,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,hexum,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,mfers,Rep,DrenFX,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,254,Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,SQUARE_PIXEL,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,Whale,Rep,j1mmy,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,Trust Based Trade (TBT),Rep,brookr,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,SunRunner,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,36,Everything Data,Rep,web3at50,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,brookr,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,Meme Maxi,Rep,prateeksaraf,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,The Line 774 Artist,Rep,BoldLeonidas,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,ArtWard3n,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,johndoe8891,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,wintermutegan,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,Digital Artist,Rep,prateeksaraf,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,DarrenSRS,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,brookr,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme OG,Rep,spritey,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Artist,Rep,Cyber_Humanoid,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,85,Meme Maxi,Rep,priyanka,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,agnimax,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,4,Memer,Rep,compez,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,Giopetto,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 869 Artist,Rep,Lovanic,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,LordRekt,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,NotRealFranc,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,conlon,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,40,zeneca,Rep,zeneca,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,Seize the Day Chatter,Rep,chimpanchz,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Burnasso,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,clicky2048,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,onegweitoday,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,15,photographer,Rep,prateeksaraf,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,diegorst,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,btang8,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Meme Artist,Rep,Noealz,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Giopetto,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,6,Photographer,Rep,nimaleophotos,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,9,Pebble Racing Talking with God,Rep,ricodemus,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,21,Meme Maxi,Rep,onegweitoday,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,Andi_P,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,web3at50,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Artist,Rep,Ayla,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,pandelic,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,Sonia,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,spritey,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,55,Meme Maxi,Rep,hexum,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,43,Meme Maxi,Rep,Articulate,,4 hours ago,https://seize.io/chrisroc
chrisroc,reduced,17,Meme Maxi,Rep,EzMonet,,4 hours ago,https://seize.io/chrisroc
Kostas_Photo,added,274,,CIC,hexum,,5 hours ago,https://seize.io/Kostas_Photo
Kostas_Photo,added,274,Meme Maxi,Rep,hexum,,5 hours ago,https://seize.io/Kostas_Photo
Kostas_Photo,added,300,,CIC,chagozzino,,7 hours ago,https://seize.io/Kostas_Photo
Kostas_Photo,added,300,Nice Guy,Rep,chagozzino,,7 hours ago,https://seize.io/Kostas_Photo
Maria,added,"5,000",Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,7 hours ago,https://seize.io/Maria
Maria,reduced,"5,000",Good Vibes,Rep,AnimatedNFT,,7 hours ago,https://seize.io/Maria
spritey,added,1,"WWOH When the bartender approached, they ordered 2 WAGMI Rekt cocktails.",Rep,MoMO,,7 hours ago,https://seize.io/spritey
MintFace,added,"1,000",,CIC,Minakiart,,9 hours ago,https://seize.io/MintFace
SQUARE_PIXEL,added,"4,200",Meme Maxi,Rep,Moonfront,,12 hours ago,https://seize.io/SQUARE_PIXEL
SQUARE_PIXEL,added,69,Leaders Eat Last,Rep,brookr,,12 hours ago,https://seize.io/SQUARE_PIXEL
emories,added,69,"Who controls the memes, controls the universe",Rep,Maria,,12 hours ago,https://seize.io/emories
kavilas55,removed,contact,,,,,12 hours ago,https://seize.io/kavilas55
kavilas55,added,contact,,,,,12 hours ago,https://seize.io/kavilas55
kavilas55,added,social media verification post,,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,added,NFT Account,,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,added,social media account,,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/7.WEBP,13 hours ago,https://seize.io/kavilas55
kavilas55,changed,About,,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,created,handle,kavilas55,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,added,classification,Government Name,,,,13 hours ago,https://seize.io/kavilas55
kavilas55,added,primary wallet,,,,,13 hours ago,https://seize.io/kavilas55
Minakiart,added,social media verification post,,,,,13 hours ago,https://seize.io/Minakiart
Minakiart,added,NFT Account,,,,/Foundation-icon.jpg,13 hours ago,https://seize.io/Minakiart
Minakiart,added,social media account,,,,,13 hours ago,https://seize.io/Minakiart
Minakiart,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/ddbfbfe4-5c12-4056-a7bb-375cd2e0b89f.webp?d=1709825659877,13 hours ago,https://seize.io/Minakiart
Minakiart,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/ddbfbfe4-5c12-4056-a7bb-375cd2e0b89f.webp?d=1709825659877,13 hours ago,https://seize.io/Minakiart
Minakiart,changed,About,,,,,13 hours ago,https://seize.io/Minakiart
Minakiart,added,primary wallet,,,,,13 hours ago,https://seize.io/Minakiart
Minakiart,created,handle,Minakiart,,,,13 hours ago,https://seize.io/Minakiart
Minakiart,added,classification,Pseudonym,,,,13 hours ago,https://seize.io/Minakiart
Maria,added,69,Leaders Eat Last,Rep,SQUARE_PIXEL,,14 hours ago,https://seize.io/Maria
Maria,added,69,Leaders Eat Last,Rep,brookr,,14 hours ago,https://seize.io/Maria
Josei,added,contact,,,,,14 hours ago,https://seize.io/Josei
Giopetto,added,1,"WWOH Suddenly, rain stopped. Not in need for shelter anymore, they still went to Sanderson Bar.",Rep,MoMO,,14 hours ago,https://seize.io/Giopetto
Giopetto,added,69,Leaders Eat Last,Rep,brookr,,14 hours ago,https://seize.io/Giopetto
diegorst,added,"1,069",Master of Meaning,Rep,Sonia,,14 hours ago,https://seize.io/diegorst
Tharwin,reduced,"1,000",,CIC,mat,,16 hours ago,https://seize.io/Tharwin
peternitsch,added,64,,CIC,lapislight,,16 hours ago,https://seize.io/peternitsch
peternitsch,added,64,Seizorrrrrr,Rep,lapislight,,16 hours ago,https://seize.io/peternitsch
agnimax,added,"1,069",Meme Maxi,Rep,crableu,,16 hours ago,https://seize.io/agnimax
agnimax,added,"1,069",Sgt Pepe Maxi,Rep,crableu,,16 hours ago,https://seize.io/agnimax
agnimax,added,68,SGT Pepe Maxi,Rep,crableu,,16 hours ago,https://seize.io/agnimax
dijaraj,added,"1,000",NFT Artist,Rep,Dart2021,,16 hours ago,https://seize.io/dijaraj
dijaraj,added,500,Photographer,Rep,AnilTPrabhakar,,16 hours ago,https://seize.io/dijaraj
agnimax,reduced,"1,000",Meme Artist,Rep,TyLekki,,16 hours ago,https://seize.io/agnimax
agnimax,reduced,"1,000",Landscape Photographer,Rep,TyLekki,,16 hours ago,https://seize.io/agnimax
agnimax,reduced,"1,000",Meme Maxi,Rep,TyLekki,,16 hours ago,https://seize.io/agnimax
dijaraj,added,"1,000",1000,Rep,Hegden,,16 hours ago,https://seize.io/dijaraj
agnimax,added,"1,001",SGT Pepe Maxi,Rep,crableu,,16 hours ago,https://seize.io/agnimax
dijaraj,added,"1,000",1000,Rep,navaneeth,,16 hours ago,https://seize.io/dijaraj
riverofethereum,added,690,,CIC,goforth,,16 hours ago,https://seize.io/riverofethereum
riverofethereum,added,690,Seize the Day Chatter,Rep,goforth,,16 hours ago,https://seize.io/riverofethereum
riverofethereum,added,690,Meme Maxi,Rep,btang8,,16 hours ago,https://seize.io/riverofethereum
MrsInvisible,added,1,WWOH But I Love Rain!,Rep,MoMO,,16 hours ago,https://seize.io/MrsInvisible
spirouzi,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/daf414fb-8be5-41ea-9cc6-23b3ec29bcef.webp?d=1704559323636,18 hours ago,https://seize.io/spirouzi
Andi_P,added,"2,042",,CIC,matAgain,,18 hours ago,https://seize.io/Andi_P
Andi_P,added,"2,042",WWOH Contributor,Rep,matAgain,,18 hours ago,https://seize.io/Andi_P
Jules,changed,About,,,,,20 hours ago,https://seize.io/Jules
Jules,changed,About,,,,,20 hours ago,https://seize.io/Jules
Jules,changed,About,,,,,20 hours ago,https://seize.io/Jules
Jules,changed,About,,,,,20 hours ago,https://seize.io/Jules
Jules,added,NFT Account,,,,/Deca-art-icon.jpg,20 hours ago,https://seize.io/Jules
Jules,added,social media account,,,,,20 hours ago,https://seize.io/Jules
Jules,added,social media account,,,,,20 hours ago,https://seize.io/Jules
Jules,added,contact,,,,,20 hours ago,https://seize.io/Jules
MintFace,added,"1,690",,CIC,satashi,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,Northof80,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,Thor,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,6529Museum,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,crableu,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,satashi,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,SunRunner,,23 hours ago,https://seize.io/MintFace
MintFace,added,69,Pebble Gossip Feature,Rep,b_c,,23 hours ago,https://seize.io/MintFace
MintFace,added,1,"WWOH It began to rain, dampening their shoulders, 'lets take shelter at Sanderson Bar' he said.",Rep,MoMO,,1 day ago,https://seize.io/MintFace
