Identifier,Action,Action Description,Additional Text,CIC Rep,To,Image URL,Time,profile_url
696,added,696,,CIC,maybe,,2 months ago,https://seize.io/696
johndoe8891,added,contact,,,,,2 months ago,https://seize.io/johndoe8891
696,added,"6,969",,CIC,chimpanchz,,2 months ago,https://seize.io/696
diegorst,added,"6,529",,CIC,696,,2 months ago,https://seize.io/diegorst
696,added,"6,969",,CIC,punk6529,,2 months ago,https://seize.io/696
johndoe8891,removed,contact,,,,,2 months ago,https://seize.io/johndoe8891
696,added,696,,CIC,hexum,,2 months ago,https://seize.io/696
Timmboslice_,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/76.WEBP,2 months ago,https://seize.io/Timmboslice_
696,added,"69,600",,CIC,AnimatedNFT,,2 months ago,https://seize.io/696
johndoe8891,added,contact,,,,,2 months ago,https://seize.io/johndoe8891
Timmboslice_,added,Banner 1,,,,,2 months ago,https://seize.io/Timmboslice_
Timmboslice_,added,Banner 2,,,,,2 months ago,https://seize.io/Timmboslice_
Timmboslice_,added,primary wallet,,,,,2 months ago,https://seize.io/Timmboslice_
Timmboslice_,created,handle,Timmboslice_,,,,2 months ago,https://seize.io/Timmboslice_
Timmboslice_,added,classification,Pseudonym,,,,2 months ago,https://seize.io/Timmboslice_
696,added,"6,969",,CIC,diegorst,,2 months ago,https://seize.io/696
696,added,"6,969",,CIC,crableu,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
johndoe8891,added,"1,100",,CIC,crunch,,2 months ago,https://seize.io/johndoe8891
696,removed,social media account,,,,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
diegorst,added,"6,029",,CIC,CryptoTron72,,2 months ago,https://seize.io/diegorst
696,added,"6,969",,CIC,chrisroc,,2 months ago,https://seize.io/696
696,added,696,,CIC,LordRekt,,2 months ago,https://seize.io/696
696,added,"6,969",,CIC,mememaxis,,2 months ago,https://seize.io/696
696,added,"6,969",,CIC,Newlightvisuals,,2 months ago,https://seize.io/696
696,added,696,,CIC,Burnasso,,2 months ago,https://seize.io/696
Maria,added,"1,110",,CIC,blocknoob,,2 months ago,https://seize.io/Maria
696,added,696,,CIC,xCryptoBro,,2 months ago,https://seize.io/696
696,added,social media verification post,,,,,2 months ago,https://seize.io/696
Maria,added,"1,110",,CIC,696,,2 months ago,https://seize.io/Maria
696,added,contact,,,,,2 months ago,https://seize.io/696
696,added,contact,,,,,2 months ago,https://seize.io/696
696,added,contact,,,,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
EzMonet,added,"1,000",,CIC,blocknoob,,2 months ago,https://seize.io/EzMonet
696,added,social media account,,,,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
696,added,social media account,,,,,2 months ago,https://seize.io/696
pandelic,added,"4,242",,CIC,conlon,,2 months ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,blocknoob,,2 months ago,https://seize.io/pandelic
payamm,changed,Banner 1,,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 1,,,,,2 months ago,https://seize.io/payamm
payamm,changed,classification,Pseudonym,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 1,,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 2,,,,,2 months ago,https://seize.io/payamm
payamm,changed,handle,payamm,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 2,,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 1,,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 1,,,,,2 months ago,https://seize.io/payamm
payamm,changed,Banner 2,,,,,2 months ago,https://seize.io/payamm
payamm,changed,handle,payammn,,,,2 months ago,https://seize.io/payamm
payamm,removed,social media account,,,,,2 months ago,https://seize.io/payamm
lotsofreasons,added,"6,000",,CIC,jyppy,,2 months ago,https://seize.io/lotsofreasons
lotsofreasons,added,"2,000",,CIC,NFTLaurent,,2 months ago,https://seize.io/lotsofreasons
jyppy,added,"10,000",,CIC,lotsofreasons,,2 months ago,https://seize.io/jyppy
0xCuttlefish,added,contact,,,,,2 months ago,https://seize.io/0xCuttlefish
0xCuttlefish,added,contact,,,,,2 months ago,https://seize.io/0xCuttlefish
payamm,removed,social media account,,,,,2 months ago,https://seize.io/payamm
payamm,added,social media account,,,,,2 months ago,https://seize.io/payamm
0xCuttlefish,added,social media account,,,,,2 months ago,https://seize.io/0xCuttlefish
lotsofreasons,added,"4,000",,CIC,jyppy,,2 months ago,https://seize.io/lotsofreasons
jyppy,added,classification,Pseudonym,,,,2 months ago,https://seize.io/jyppy
jyppy,added,Banner 2,,,,,2 months ago,https://seize.io/jyppy
jyppy,added,Banner 1,,,,,2 months ago,https://seize.io/jyppy
jyppy,added,primary wallet,,,,,2 months ago,https://seize.io/jyppy
jyppy,created,handle,jyppy,,,,2 months ago,https://seize.io/jyppy
crunch,added,512,,CIC,stardust,,2 months ago,https://seize.io/crunch
crunch,added,50,,CIC,El000,,2 months ago,https://seize.io/crunch
crunch,added,50,,CIC,Elham,,2 months ago,https://seize.io/crunch
crunch,added,"1,024",,CIC,NFTLaurent,,2 months ago,https://seize.io/crunch
crunch,added,50,,CIC,xCryptoBro,,2 months ago,https://seize.io/crunch
crunch,added,"1,024",,CIC,johndoe8891,,2 months ago,https://seize.io/crunch
crunch,added,"1,024",,CIC,Tuork,,2 months ago,https://seize.io/crunch
pandelic,added,"4,242",,CIC,Kenshiro_ALT,,2 months ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,Kenshiro,,2 months ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,MD85NFT,,2 months ago,https://seize.io/pandelic
crunch,added,50,,CIC,sariture,,2 months ago,https://seize.io/crunch
pandelic,added,"4,242",,CIC,rothu,,2 months ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,KuntalSinghvi,,2 months ago,https://seize.io/pandelic
Marcollector,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/4.WEBP,2 months ago,https://seize.io/Marcollector
Marcollector,changed,handle,Marcollector,,,,2 months ago,https://seize.io/Marcollector
Marcollector,changed,Banner 2,,,,,2 months ago,https://seize.io/Marcollector
Marcollector,changed,Banner 1,,,,,2 months ago,https://seize.io/Marcollector
Marcollector,added,classification,Government Name,,,,2 months ago,https://seize.io/Marcollector
Marcollector,created,handle,Marcollect,,,,2 months ago,https://seize.io/Marcollector
Marcollector,added,primary wallet,,,,,2 months ago,https://seize.io/Marcollector
Marcollector,added,Banner 1,,,,,2 months ago,https://seize.io/Marcollector
Marcollector,added,Banner 2,,,,,2 months ago,https://seize.io/Marcollector
nfJeff,added,social media account,,,,,2 months ago,https://seize.io/nfJeff
nfJeff,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/1.WEBP,2 months ago,https://seize.io/nfJeff
pandelic,added,"4,242",,CIC,Scopes,,2 months ago,https://seize.io/pandelic
nfJeff,added,classification,Pseudonym,,,,2 months ago,https://seize.io/nfJeff
nfJeff,created,handle,nfJeff,,,,2 months ago,https://seize.io/nfJeff
nfJeff,added,primary wallet,,,,,2 months ago,https://seize.io/nfJeff
nfJeff,added,Banner 1,,,,,2 months ago,https://seize.io/nfJeff
nfJeff,added,Banner 2,,,,,2 months ago,https://seize.io/nfJeff
AnaNovo,added,contact,,,,,2 months ago,https://seize.io/AnaNovo
pandelic,added,"4,242",,CIC,golden618,,2 months ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,SunRunner,,2 months ago,https://seize.io/pandelic
AnaNovo,added,contact,,,,,2 months ago,https://seize.io/AnaNovo
pandelic,added,"4,242",,CIC,BBA,,2 months ago,https://seize.io/pandelic
CryptoTron72,added,"1,000",,CIC,diegorst,,2 months ago,https://seize.io/CryptoTron72
AnaNovo,added,social media verification post,,,,,2 months ago,https://seize.io/AnaNovo
pandelic,added,"4,242",,CIC,xCryptoBro,,2 months ago,https://seize.io/pandelic
AnaNovo,added,social media account,,,,,2 months ago,https://seize.io/AnaNovo
pandelic,added,"4,242",,CIC,Tuork,,2 months ago,https://seize.io/pandelic
AnimatedNFT,added,"10,000",,CIC,diegorst,,2 months ago,https://seize.io/AnimatedNFT
pandelic,added,"4,242",,CIC,stardust,,2 months ago,https://seize.io/pandelic
AnaNovo,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/eed4777a-3f6b-402f-b9e1-cdcc42fac6ab.webp?d=1702846720738,2 months ago,https://seize.io/AnaNovo
AnaNovo,changed,Banner 2,,,,,2 months ago,https://seize.io/AnaNovo
johndoe8891,added,"1,000",,CIC,RegularDad,,2 months ago,https://seize.io/johndoe8891
AnaNovo,added,Banner 2,,,,,2 months ago,https://seize.io/AnaNovo
AnaNovo,added,primary wallet,,,,,2 months ago,https://seize.io/AnaNovo
AnaNovo,added,Banner 1,,,,,2 months ago,https://seize.io/AnaNovo
AnaNovo,added,classification,Government Name,,,,2 months ago,https://seize.io/AnaNovo
AnaNovo,created,handle,AnaNovo,,,,2 months ago,https://seize.io/AnaNovo
RegularDad,added,420,,CIC,johndoe8891,,2 months ago,https://seize.io/RegularDad
Maria,reduced,69,,CIC,payamm,,2 months ago,https://seize.io/Maria
clicky2048,added,"2,048",,CIC,Tuork,,2 months ago,https://seize.io/clicky2048
priyanka,added,social media account,,,,,2 months ago,https://seize.io/priyanka
priyanka,added,social media account,,,,,2 months ago,https://seize.io/priyanka
johndoe8891,added,"3,000",,CIC,NFTLaurent,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,social media verification post,,,,,2 months ago,https://seize.io/johndoe8891
TheMeans,added,contact,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,contact,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,contact,,,,,2 months ago,https://seize.io/TheMeans
NFTLaurent,added,"2,000",,CIC,johndoe8891,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"2,442",,CIC,punk6529,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"1,069",,CIC,golden618,,2 months ago,https://seize.io/NFTLaurent
TheMeans,added,social media verification post,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,social media account,,,,,2 months ago,https://seize.io/TheMeans
johndoe8891,added,"3,000",,CIC,clicky2048,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,"10,000",,CIC,AnimatedNFT,,2 months ago,https://seize.io/johndoe8891
RegularDad,reduced,"1,890",,CIC,payamm,,2 months ago,https://seize.io/RegularDad
RegularDad,added,"1,840",,CIC,payamm,,2 months ago,https://seize.io/RegularDad
RegularDad,reduced,50,,CIC,payamm,,2 months ago,https://seize.io/RegularDad
RegularDad,reduced,"1,000",,CIC,payamm,,2 months ago,https://seize.io/RegularDad
RegularDad,reduced,"1,000",,CIC,payamm,,2 months ago,https://seize.io/RegularDad
TheMeans,changed,Banner 1,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,changed,Banner 2,,,,,2 months ago,https://seize.io/TheMeans
RegularDad,added,"1,069",,CIC,priyanka,,2 months ago,https://seize.io/RegularDad
TheMeans,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/81516273-70aa-4464-b211-6766bba56cf1.webp?d=1702845057422,2 months ago,https://seize.io/TheMeans
RegularDad,added,"1,069",,CIC,Rocketgirl,,2 months ago,https://seize.io/RegularDad
johndoe8891,added,"6,529",,CIC,punk6529,,2 months ago,https://seize.io/johndoe8891
clicky2048,added,"2,048",,CIC,johndoe8891,,2 months ago,https://seize.io/clicky2048
AnimatedNFT,added,"10,000",,CIC,johndoe8891,,2 months ago,https://seize.io/AnimatedNFT
johndoe8891,changed,classification,Government Name,,,,2 months ago,https://seize.io/johndoe8891
TheMeans,created,handle,TheMeans,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,classification,Organization,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,Banner 2,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,Banner 1,,,,,2 months ago,https://seize.io/TheMeans
TheMeans,added,primary wallet,,,,,2 months ago,https://seize.io/TheMeans
johndoe8891,changed,handle,johndoe8891,,,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,classification,Government Name,,,,2 months ago,https://seize.io/johndoe8891
RegularDad,added,"1,069",,CIC,xCryptoBro,,2 months ago,https://seize.io/RegularDad
RegularDad,added,"4,200",,CIC,stardust,,2 months ago,https://seize.io/RegularDad
stardust,changed,Banner 1,,,,,2 months ago,https://seize.io/stardust
stardust,changed,Banner 2,,,,,2 months ago,https://seize.io/stardust
johndoe8891,added,"1,800",,CIC,intrepid,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,190,,CIC,intrepid,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,"4,300",,CIC,pandelic,,2 months ago,https://seize.io/johndoe8891
johndoe8891,added,social media account,,,,,2 months ago,https://seize.io/johndoe8891
xCryptoBro,added,social media verification post,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,social media account,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,contact,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,contact,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,social media account,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,contact,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,social media account,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/d27ff88c-720c-4627-8282-673ba5187bcd.webp?d=1702842418625,2 months ago,https://seize.io/xCryptoBro
Elham,added,26,,CIC,spritey,,2 months ago,https://seize.io/Elham
xCryptoBro,added,Banner 1,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,Banner 2,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,primary wallet,,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,created,handle,xCryptoBro,,,,2 months ago,https://seize.io/xCryptoBro
xCryptoBro,added,classification,Pseudonym,,,,2 months ago,https://seize.io/xCryptoBro
punk6529,added,"1,069",,CIC,FanBe_Web3,,2 months ago,https://seize.io/punk6529
punk6529,added,"2,442",,CIC,BBA,,2 months ago,https://seize.io/punk6529
Elham,added,99,,CIC,stardust,,2 months ago,https://seize.io/Elham
stardust,added,900,,CIC,jupter,,2 months ago,https://seize.io/stardust
punk6529,added,"2,969",,CIC,wintermutegan,,2 months ago,https://seize.io/punk6529
punk6529,added,"2,669",,CIC,KuntalSinghvi,,2 months ago,https://seize.io/punk6529
punk6529,added,"10,000",,CIC,Newlightvisuals,,2 months ago,https://seize.io/punk6529
Elham,added,215,,CIC,El000,,2 months ago,https://seize.io/Elham
punk6529,added,"1,669",,CIC,spritey,,2 months ago,https://seize.io/punk6529
punk6529,added,"2,469",,CIC,rothu,,2 months ago,https://seize.io/punk6529
stardust,added,900,,CIC,bab8,,2 months ago,https://seize.io/stardust
stardust,added,900,,CIC,Elham,,2 months ago,https://seize.io/stardust
punk6529,added,"2,442",,CIC,NFTLaurent,,2 months ago,https://seize.io/punk6529
stardust,added,900,,CIC,El000,,2 months ago,https://seize.io/stardust
420,changed,classification,Government Name,,,,2 months ago,https://seize.io/420
punk6529,added,"11,111",,CIC,DarrenSRS,,2 months ago,https://seize.io/punk6529
stardust,added,600,,CIC,payamm,,2 months ago,https://seize.io/stardust
punk6529,added,"2,969",,CIC,LordRekt,,2 months ago,https://seize.io/punk6529
Elham,added,contact,,,,,2 months ago,https://seize.io/Elham
punk6529,added,"2,442",,CIC,GoGreen,,2 months ago,https://seize.io/punk6529
punk6529,added,"2,696",,CIC,riverofethereum,,2 months ago,https://seize.io/punk6529
Elham,added,7,,CIC,bab8,,2 months ago,https://seize.io/Elham
Elham,added,13,,CIC,payamm,,2 months ago,https://seize.io/Elham
Elham,added,17,,CIC,El000,,2 months ago,https://seize.io/Elham
El000,added,20,,CIC,Tharwin,,2 months ago,https://seize.io/El000
El000,added,20,,CIC,spritey,,2 months ago,https://seize.io/El000
El000,added,"1,000",,CIC,bab8,,2 months ago,https://seize.io/El000
El000,added,"1,000",,CIC,stardust,,2 months ago,https://seize.io/El000
El000,added,333,,CIC,Elham,,2 months ago,https://seize.io/El000
El000,added,"1,000",,CIC,payamm,,2 months ago,https://seize.io/El000
golden618,added,"2,469",,CIC,chrisroc,,2 months ago,https://seize.io/golden618
stardust,added,100,,CIC,spritey,,2 months ago,https://seize.io/stardust
golden618,added,"1,069",,CIC,NFTLaurent,,2 months ago,https://seize.io/golden618
bab8,added,3,,CIC,El000,,2 months ago,https://seize.io/bab8
bab8,added,1,,CIC,Elham,,2 months ago,https://seize.io/bab8
bab8,added,50,,CIC,payamm,,2 months ago,https://seize.io/bab8
spritey,added,"1,000",,CIC,web3at50,,2 months ago,https://seize.io/spritey
spritey,added,"1,000",,CIC,BBA,,2 months ago,https://seize.io/spritey
spritey,added,"1,000",,CIC,riverofethereum,,2 months ago,https://seize.io/spritey
payamm,added,contact,,,,,2 months ago,https://seize.io/payamm
spritey,added,100,,CIC,Elham,,2 months ago,https://seize.io/spritey
bab8,added,200,,CIC,stardust,,2 months ago,https://seize.io/bab8
spritey,added,100,,CIC,El000,,2 months ago,https://seize.io/spritey
spritey,added,100,,CIC,stardust,,2 months ago,https://seize.io/spritey
stardust,added,69,,CIC,Tharwin,,2 months ago,https://seize.io/stardust
stardust,added,100,,CIC,EzMonet,,2 months ago,https://seize.io/stardust
stardust,added,100,,CIC,bab8,,2 months ago,https://seize.io/stardust
stardust,added,100,,CIC,jupter,,2 months ago,https://seize.io/stardust
stardust,added,100,,CIC,El000,,2 months ago,https://seize.io/stardust
stardust,added,100,,CIC,Elham,,2 months ago,https://seize.io/stardust
stardust,added,400,,CIC,payamm,,2 months ago,https://seize.io/stardust
diegorst,changed,classification,Government Name,,,,2 months ago,https://seize.io/diegorst
diegorst,added,"6,529",,CIC,crableu,,2 months ago,https://seize.io/diegorst
Tharwin,reduced,580,,CIC,brookr,,2 months ago,https://seize.io/Tharwin
Tharwin,added,100,,CIC,El000,,2 months ago,https://seize.io/Tharwin
Tharwin,added,900,,CIC,stardust,,2 months ago,https://seize.io/Tharwin
Tharwin,added,100,,CIC,stardust,,2 months ago,https://seize.io/Tharwin
Elham,added,contact,,,,,2 months ago,https://seize.io/Elham
420,changed,handle,420,,,,2 months ago,https://seize.io/420
420,added,classification,Government Name,,,,2 months ago,https://seize.io/420
golden618,added,social media account,,,,,2 months ago,https://seize.io/golden618
Elham,added,1,,CIC,stardust,,2 months ago,https://seize.io/Elham
EzMonet,added,"1,000",,CIC,stardust,,2 months ago,https://seize.io/EzMonet
golden618,added,"1,529",,CIC,riverofethereum,,2 months ago,https://seize.io/golden618
golden618,added,"1,069",,CIC,mememaxis,,2 months ago,https://seize.io/golden618
golden618,added,"1,234",,CIC,SunRunner,,2 months ago,https://seize.io/golden618
golden618,added,"3,069",,CIC,maybe,,2 months ago,https://seize.io/golden618
golden618,added,"4,269",,CIC,arsonic,,2 months ago,https://seize.io/golden618
NFTLaurent,added,"4,200",,CIC,chrisroc,,2 months ago,https://seize.io/NFTLaurent
El000,added,contact,,,,,2 months ago,https://seize.io/El000
prxt0,added,"49,420",,CIC,6529Museum,,2 months ago,https://seize.io/prxt0
El000,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/37.WEBP,2 months ago,https://seize.io/El000
El000,added,Banner 1,,,,,2 months ago,https://seize.io/El000
El000,added,classification,Pseudonym,,,,2 months ago,https://seize.io/El000
El000,added,Banner 2,,,,,2 months ago,https://seize.io/El000
El000,created,handle,El000,,,,2 months ago,https://seize.io/El000
El000,added,primary wallet,,,,,2 months ago,https://seize.io/El000
prxt0,changed,Banner 2,,,,,2 months ago,https://seize.io/prxt0
prxt0,changed,Banner 1,,,,,2 months ago,https://seize.io/prxt0
prxt0,added,"1,000",,CIC,conlon,,2 months ago,https://seize.io/prxt0
prxt0,added,"1,000",,CIC,azogz,,2 months ago,https://seize.io/prxt0
prxt0,added,"1,000",,CIC,Zigmarillion,,2 months ago,https://seize.io/prxt0
prxt0,added,"1,000",,CIC,chrisroc,,2 months ago,https://seize.io/prxt0
stardust,added,contact,,,,,2 months ago,https://seize.io/stardust
diegorst,added,"6,529",,CIC,hexum,,2 months ago,https://seize.io/diegorst
diegorst,added,"6,529",,CIC,AnimatedNFT,,2 months ago,https://seize.io/diegorst
diegorst,added,100,,CIC,RegularDad,,2 months ago,https://seize.io/diegorst
diegorst,added,"6,029",,CIC,web3at50,,2 months ago,https://seize.io/diegorst
diegorst,added,420,,CIC,SQUARE_PIXEL,,2 months ago,https://seize.io/diegorst
diegorst,added,"6,529",,CIC,riverofethereum,,2 months ago,https://seize.io/diegorst
diegorst,added,"6,529",,CIC,btang8,,2 months ago,https://seize.io/diegorst
diegorst,added,"2,000",,CIC,chimpanchz,,2 months ago,https://seize.io/diegorst
diegorst,added,200,,CIC,HQ_,,2 months ago,https://seize.io/diegorst
diegorst,added,420,,CIC,CasaNUA,,2 months ago,https://seize.io/diegorst
diegorst,added,"4,269",,CIC,HugoFaz,,2 months ago,https://seize.io/diegorst
diegorst,added,"2,000",,CIC,Sert,,2 months ago,https://seize.io/diegorst
simonemonte,added,contact,,,,,2 months ago,https://seize.io/simonemonte
diegorst,added,"3,242",,CIC,pandelic,,2 months ago,https://seize.io/diegorst
Rocketgirl,added,social media account,,,,,2 months ago,https://seize.io/Rocketgirl
simonemonte,added,social media account,,,,,2 months ago,https://seize.io/simonemonte
diegorst,added,500,,CIC,FranklinFit,,2 months ago,https://seize.io/diegorst
simonemonte,added,social media account,,,,,2 months ago,https://seize.io/simonemonte
Rocketgirl,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/176.WEBP,2 months ago,https://seize.io/Rocketgirl
Rocketgirl,added,primary wallet,,,,,2 months ago,https://seize.io/Rocketgirl
Rocketgirl,added,classification,Pseudonym,,,,2 months ago,https://seize.io/Rocketgirl
Rocketgirl,added,Banner 2,,,,,2 months ago,https://seize.io/Rocketgirl
Rocketgirl,created,handle,Rocketgirl,,,,2 months ago,https://seize.io/Rocketgirl
Rocketgirl,added,Banner 1,,,,,2 months ago,https://seize.io/Rocketgirl
simonemonte,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/19.WEBP,2 months ago,https://seize.io/simonemonte
chrisroc,added,"4,000",,CIC,mememaxis,,2 months ago,https://seize.io/chrisroc
chrisroc,added,"2,000",,CIC,EzMonet,,2 months ago,https://seize.io/chrisroc
chrisroc,added,"4,200",,CIC,NFTLaurent,,2 months ago,https://seize.io/chrisroc
AnimatedNFT,added,"5,000",,CIC,conlon,,2 months ago,https://seize.io/AnimatedNFT
AnimatedNFT,added,"6,969",,CIC,hexum,,2 months ago,https://seize.io/AnimatedNFT
AnimatedNFT,added,"10,000",,CIC,HugoFaz,,2 months ago,https://seize.io/AnimatedNFT
AnimatedNFT,added,"10,000",,CIC,intrepid,,2 months ago,https://seize.io/AnimatedNFT
KuntalSinghvi,added,"1,269",,CIC,SunRunner,,2 months ago,https://seize.io/KuntalSinghvi
KuntalSinghvi,added,"1,069",,CIC,spritey,,2 months ago,https://seize.io/KuntalSinghvi
web3at50,added,"3,000",,CIC,DarrenSRS,,2 months ago,https://seize.io/web3at50
web3at50,added,"3,000",,CIC,Burnasso,,2 months ago,https://seize.io/web3at50
NFTLaurent,added,"1,069",,CIC,riverofethereum,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"2,048",,CIC,clicky2048,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"1,234",,CIC,SunRunner,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"4,999",,CIC,maybe,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"1,000",,CIC,EzMonet,,2 months ago,https://seize.io/NFTLaurent
NFTLaurent,added,"1,069",,CIC,RegularDad,,2 months ago,https://seize.io/NFTLaurent
Lawtoshi,added,"16,151",,CIC,maybe,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"13,058",,CIC,AnimatedNFT,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"5,549",,CIC,pandelic,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,690,,CIC,Maria,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"4,242",,CIC,SQUARE_PIXEL,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"4,069",,CIC,Andi_P,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"2,069",,CIC,RegularDad,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"6,069",,CIC,ricodemus,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,69,,CIC,nimaleophotos,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"2,069",,CIC,prxt0,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"2,069",,CIC,CryptoTron72,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,269,,CIC,andginja,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"1,380",,CIC,dsanchesGM,,2 months ago,https://seize.io/Lawtoshi
Elham,added,social media account,,,,,2 months ago,https://seize.io/Elham
Lawtoshi,added,"3,000",,CIC,chimpanchz,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,338,,CIC,HQ_,,2 months ago,https://seize.io/Lawtoshi
Lawtoshi,added,"2,048",,CIC,crunch,,2 months ago,https://seize.io/Lawtoshi
Elham,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/1.WEBP,2 months ago,https://seize.io/Elham
Lawtoshi,added,"6,969",,CIC,clicky2048,,2 months ago,https://seize.io/Lawtoshi
Elham,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/1.WEBP,2 months ago,https://seize.io/Elham
Elham,added,Banner 1,,,,,2 months ago,https://seize.io/Elham
Elham,created,handle,Elham,,,,2 months ago,https://seize.io/Elham
Elham,added,Banner 2,,,,,2 months ago,https://seize.io/Elham
Elham,added,classification,Pseudonym,,,,2 months ago,https://seize.io/Elham
Elham,added,primary wallet,,,,,2 months ago,https://seize.io/Elham
Scopes,added,"2,069",,CIC,EzMonet,,2 months ago,https://seize.io/Scopes
EzMonet,added,"1,000",,CIC,Scopes,,2 months ago,https://seize.io/EzMonet
SunRunner,added,"2,468",,CIC,clicky2048,,2 months ago,https://seize.io/SunRunner
Scopes,added,"2,069",,CIC,mememaxis,,2 months ago,https://seize.io/Scopes
Scopes,added,"2,069",,CIC,brookr,,2 months ago,https://seize.io/Scopes
Scopes,added,"2,069",,CIC,blocknoob,,2 months ago,https://seize.io/Scopes
Scopes,added,"2,069",,CIC,Juicy,,2 months ago,https://seize.io/Scopes
Scopes,added,"2,069",,CIC,LordRekt,,2 months ago,https://seize.io/Scopes
Scopes,added,"2,069",,CIC,RegularDad,,2 months ago,https://seize.io/Scopes
